feature	Bacilli_unclassified	Tannerellaceae	Enterobacteriaceae	Rikenellaceae	Bacteroidales_unclassified	Bacteroidaceae	Lachnospiraceae	Akkermansiaceae	Clostridia_unclassified	Coriobacteriaceae	Clostridiaceae	Bifidobacteriaceae	Erysipelotrichaceae	Ruminococcaceae	Veillonellaceae	Odoribacteraceae	Acidaminococcaceae	Pseudomonadaceae	Prevotellaceae	FGB1062
SGP027388	0.0237551028924831	0.00264985256982339	0.000260822957288937	0.036655949741155	0.110703261286787	0.0544815687283707	0.31610307897154	0.00248803366007205	0.0961537959955851	0.00269473585372353	0.0212714162816992	NA	0.00645949788972492	0.248937037772815	0.00018007651676157	0.00612140613133914	0.0065201392272946	NA	0.00579374729124491	NA
SGP027389	NA	NA	0.102000096999272	0.131357416200557	0.0694378379235441	0.228108243725593	0.101311891830889	0.0304936796580403	0.0478402272767548	NA	0.010823812948097	0.0126503605295041	0.00916235066542433	0.171117324349708	0.0150521417718969	0.0139815356290449	0.00107596908334756	NA	NA	NA
SGP027392	NA	0.0109160385762898	0.037326620974349	0.271220897229106	0.093026585891977	0.0892282798693667	0.108444828111719	0.0480693955910766	0.0797648355986863	0.00293617974448169	0.0131806414857743	0.000835021821644494	0.00213511520416815	0.175722998591591	8.08019646128307e-06	NA	0.0119825222282113	NA	NA	NA
SGP027394	NA	0.00570963196425058	0.164234308077272	0.0342543622552762	0.0516712315142962	0.0304979549282564	0.127795656585705	NA	0.0174623105345309	0.00359982783758259	0.145145971523753	9.04538597433597e-05	0.00359554092479855	0.189899840569714	0.0263027820777895	0.00298004742182922	0.000544652269212978	NA	0.126854464883968	NA
SGP027396	0.000252617040039857	0.022784384051065	0.00766907413122323	0.15634318041619	0.10108841696779	0.136561314393784	0.178603035575729	0.0181362305143316	0.093161483853533	0.00345444043318079	0.0286490029545598	0.00467146345345227	0.00300508323480525	0.130389651467672	0.011226122810248	0.00883456996716871	NA	NA	NA	NA
SGP027400	NA	NA	0.00113896125491935	0.00587617094396098	0.249312011529294	0.351252147885372	0.176173826284574	2.76037913641151e-05	0.0161125214788537	NA	0.026813812981542	0.00440197328307743	0.0103888919682944	0.128484230364171	4.1017681946677e-05	NA	0.0131644587328862	NA	NA	NA
SGP027404	NA	0.0538604519233765	0.0135451305583879	NA	0.452333805720867	0.255780336573432	0.115417095987786	0.00133228326491056	0.00170822351845266	0.00211156153268445	0.0239869006471244	0.0231562650083321	0.00293338691117646	0.00996848720309691	0.00118078976462638	NA	NA	NA	NA	NA
SGP027415	0.000295118868016297	0.0705429550796582	0.00253390855565167	0.0892090814337163	0.00928539187740146	0.205930241490645	0.046848785046644	0.190723040090256	0.0866821048191309	NA	0.0206808211600115	0.000683762121237604	0.00717876362353696	0.156177882244276	0.00472315191042023	0.00367086052889119	0.0269236591012295	NA	1.00001772758699e-05	NA
SGP036366	NA	0.0269121651450872	0.0616976058936062	0.0277417235238892	0.031732433200131	0.122158403214196	0.0358304880956319	0.114118691186855	0.251091076885871	0.00229520277523326	0.00417402930148036	0.00863130852795596	0.00160595748855536	0.18139243062202	0.000152861417436012	0.00471566065221632	0.00929043783388527	0.000916712201877458	0.0063405547044242	NA
SGP036367	0.166366775786366	0.00376883382843212	NA	0.0759944028051661	0.0183127492496966	0.0283675000682178	0.22307732863221	6.9143852179334e-05	0.105012595910857	0.000869730883484336	0.0447052045688776	NA	0.00114457769589719	0.131743979576882	0.00747741372853654	0.00528888733589602	0.00874027680012624	NA	0.134615178038628	NA
SGP036368	NA	0.0958768734767005	0.000619634330833568	0.00144142272919313	0.256896561671741	0.346427408564474	0.094190841059984	NA	0.0087314881249998	0.00755035100455984	0.0130073133615565	NA	0.0142179516948665	0.0278453348295129	0.017774644045006	0.0120123278057205	0.0191309378130762	NA	0.0506590255259517	NA
SGP036369	NA	0.0225939070086811	0.00852623714358022	NA	0.109007283613503	0.403131064018215	0.108102977402353	0.0691760155819593	0.0154611945178938	NA	0.0166662028916901	0.0375191389667438	0.0146173806949871	0.128039068843967	0.0136887675423801	0.0083968934189011	NA	NA	NA	NA
SGP036372	NA	0.0221753247747824	0.00139663679422049	0.0173298687059304	0.157791253513858	0.327388115607944	0.183261211584121	NA	0.0144947300503027	0.00251190403119753	0.0217067536975987	0.00331142470454211	0.00380506943985107	0.120545071829223	0.000946899324497497	0.00147900546299417	0.0165567831563107	NA	0.0663226621281455	NA
SGP036373	0.000556522233885581	0.053801075750366	0.00116983018293001	0.105291050682418	0.210998604027096	0.110958065027312	0.111500918683967	NA	0.0187409529020834	NA	0.0217739324007734	0.00728401814386944	0.0131743970434979	0.164883380365833	0.000104681298785986	0.00442117353736778	0.0203596236007211	NA	0.0769186404055145	NA
SGP036375	NA	0.0278100180618464	0.000246537375571468	NA	0.164690192403445	0.254669668408843	0.0886805584152195	0.000385879913181858	0.00427349370555567	0.00158717171312081	0.00241967886490881	0.00167307810783586	0.000197939515232042	0.0679226059720964	0.141952844808001	NA	0.114440434882039	NA	0.011053217775076	NA
SGP036378	NA	0.0105397994233789	0.000275007717110369	0.0906258954113653	0.177387809326342	0.294388041259213	0.130115907137793	NA	0.0524324924862365	0.00370768134146482	0.042583345071695	0.00817795527846433	0.00612971838784614	0.0835277202296594	0.000546547070009827	0.00318015433325677	0.00919273151694727	NA	NA	NA
SGP036379	NA	NA	0.0023368335972754	0.44004786542377	0.0142449386926833	0.101032581262765	0.169418509218027	NA	0.0512639187226156	NA	0.00587234270174682	0.000156053339643464	0.0170625117719976	0.099347159863217	NA	NA	0.00305363633746778	NA	0.000270288464088353	NA
SGP036380	NA	0.0420239852190041	0.00111568690575077	0.365914507652055	0.0865236188624757	0.0794764347560788	0.0816787836475816	NA	0.0744820436556953	0.00183865113442017	0.00746029069675982	2.10486061059126e-06	0.000978427837512737	0.16082719249482	0.00192993561563739	0.0353556760225136	0.0105229736673075	NA	NA	NA
SGP036382	0.094235845118661	0.00863253835602359	0.000397325973233321	0.0669591873880009	0.0286600640889091	0.0694015937824227	0.0890587795547078	0.00321259867837439	0.289642366432156	0.00497312020890619	0.0163794761613029	0.000875150647980097	0.00819559461956325	0.227980475906945	NA	0.00905018996430382	0.00732032913748684	8.47475630769337e-05	0.00600387105738662	NA
SGP036384	0.000291231443218977	0.00516399696824148	0.00145961602183383	0.01715752116155	0.0969640447919955	0.138541656818678	0.148248449244447	0.0020949986360776	0.045992777552443	NA	0.0805636562067001	NA	0.00316434607703406	0.148038615029618	8.79689592937764e-05	0.00768684987422629	0.0117670877109324	NA	0.242305021932287	NA
SGP036386	NA	0.0359178083288948	0.00675942352453812	0.131817769216702	0.19331123650151	0.274064566711207	0.0820669703979877	NA	0.0377938809663337	NA	0.0401700913196294	0.00265909518679743	0.00251303628534726	0.103721843336755	0.02220985226804	0.0126625169475047	NA	NA	1.05678565405688e-05	NA
SGP036388	0.0230597022406144	0.0274646367630935	NA	0.0879600035294114	0.14236823723637	0.237626433396515	0.179597468649761	NA	0.0495604704163395	0.00248876377079051	0.0541132348410184	NA	0.00489061413410287	0.0982639239629958	NA	0.00524047089221515	NA	NA	NA	NA
SGP036390	NA	0.0280098442840931	0.0367785878408332	0.0824233568216478	0.103727791552151	0.276669598313297	0.188612964821199	NA	0.0232218785816964	0.000753197842912939	0.0420119977079273	0.0103028264246892	0.0148682297784802	0.0858304775602311	NA	NA	0.0253290861195956	NA	NA	NA
SGP036391	NA	0.031515163970293	0.00338433132988185	0.019418023858999	0.0567916035609081	0.269041005677382	0.0660866517206369	NA	0.0511792223554059	0.022372747271626	0.0135158506964128	0.039857131410608	0.00172928443553953	0.149908224849926	0.0303818580536649	0.00721166335272438	0.0301379017168846	NA	0.0277302039188647	0.106430772165102
SGP048087	0.0160663070249626	0.031317886860193	0.00035361423165455	0.0423512166705857	0.0304935413633599	0.0644271551288095	0.132559734779142	0.0354729955278267	0.312488387308632	0.00300815383497746	0.0185598248517593	NA	0.00362021763626369	0.207484083964879	NA	0.0290571320652406	0.00205050991737987	NA	0.00191766412283189	NA
SGP048088	0.00707072671076068	0.004151280316248	0.000839337819221609	0.0104690183503401	0.0268491487725681	0.026802170008298	0.197007440639191	0.105697147350404	0.284005469825685	0.0510957464653914	0.00257103062351206	NA	0.016184969283255	0.17443239327095	9.80636416126542e-05	0.000834386329928359	0.00104790420969581	NA	0.00340046546414717	NA
SGP048089	NA	0.00213617451738985	0.00451658879696681	0.0457987644422919	0.0269344747194532	0.0633931459120197	0.365649893612576	NA	0.0867590191534299	NA	0.0220126279805966	4.42078586567413e-05	0.0164291638897283	0.265640751935277	0.00565779793153392	0.00400571678021815	0.0103902318869553	NA	4.50158351857157e-06	NA
SGP048090	NA	0.110722915277576	0.00231886309229575	0.106657719440164	0.15698169987211	0.131116580079542	0.276074265051602	0.0247053591429443	0.0138394593751378	0.01171356062097	0.0169503648331434	NA	0.00833893357748423	0.0671142912745673	NA	0.00768665048793978	0.0120319133834755	0.000656342032415815	0.0136370607373629	NA
SGP048091	NA	0.022396057105479	NA	0.0323821098120033	0.117398755051081	0.220541319034167	0.165470615625703	0.0271811338614042	0.0110599953948954	0.00477962305549675	0.0577382173620298	0.0254793611797096	0.00240748151713656	0.257195421465787	0.0151194027718105	NA	NA	NA	NA	NA
SGP048092	NA	0.00286437460886785	0.00126274687985923	0.0075012508774491	0.100841192865176	0.0911193836519979	0.271565465529969	0.00903877221232084	0.0946795247961583	0.0124951275126639	0.0340995557392482	0.0140069604176847	0.118110698554418	0.163903191775941	0.000518814538596235	0.000839002467809473	0.00846319083097369	0.00114886915288618	NA	NA
SGP048093	NA	0.0126255001887589	0.000160856347166905	0.0331330725541053	0.0591405535414854	0.034280744239075	0.13396743564968	0.00043465675011928	0.0919371284018283	0.00653886053676885	0.0431009413042193	0.000660433696280983	0.00905886919877754	0.129262026207468	0.0115470845537443	0.00682978041274382	0.037079666912861	NA	0.289680937489022	0.00141947111055578
SGP048094	NA	0.0402365694890025	0.0779195944362152	0.0518468323776214	0.0831936270961508	0.287604363198831	0.0909929306493155	NA	0.0856826467138395	NA	0.0215081516096388	0.00993296681612203	0.00181127327853955	0.175520229267614	0.009517426304911	0.00519613347883899	0.00345654152507356	NA	NA	NA
SGP048095	0.013237736925337	0.00537681779103443	0.000105274808062538	0.0943223867539563	0.0594507367916128	0.0698003187774006	0.168871475664714	NA	0.161779170664989	0.00186553682109453	0.00747391117399057	NA	0.00668176926018819	0.288823176495076	0.000265167675040075	0.00400728496870205	0.00298046546110006	9.12301643415379e-06	NA	NA
SGP048096	NA	0.0238144540391529	4.17918337645339e-05	0.0824040485616662	0.136472344643026	0.320512021098652	0.100155685695622	0.00569858329017993	0.0393250040874859	0.0112242195236109	0.00854476277743637	0.00961956871494446	0.0036658996309092	0.159294353778765	0.000157719713063494	0.00483095814558963	0.00724677066386661	2.67867870671614e-05	0.0113256980986827	NA
SGP048097	NA	0.0177224935561931	0.0279310817712883	0.021695355599876	0.0114882791283287	0.128246604246056	0.104450033096386	0.0792504559526522	0.121090766162428	0.0110954417692583	0.00965518209490942	0.032388241658685	0.010106869470663	0.168473992071985	5.07513905341098e-06	0.0142570374361693	0.00778213183915481	0.180166032634224	0.00386045311273396	NA
SGP048098	NA	0.0136925267240311	0.000469738328774917	0.00665737593958813	0.231820769969564	0.390533134053108	0.201624309214897	0.000474308635248522	0.00575602232628154	NA	0.0688020624789877	0.00510246850055602	0.00193480023078933	0.0214903613351181	0.0190338773410002	0.00191428958710291	0.00579169301095358	NA	NA	NA
SGP048100	0.000572049059173052	0.00522109956051935	0.0104697264714698	0.064597712583508	0.014771199869948	0.006628184297147	0.166500183299074	0.00142858678717897	0.151034774368469	0.00162092381079188	0.0447191849919468	NA	0.00650732387014699	0.230125459739242	2.5400774002934e-05	0.0023381707827538	0.00933921481363688	NA	0.208550160444284	NA
SGP048099	NA	0.0357258224598404	0.00261602000938612	0.0821899947572043	0.0643932907034011	0.363687969164187	0.0992586588887974	NA	0.0363577783214043	0.0103494723084901	0.0116592749262549	0.00347575723860146	0.00568855881438006	0.145240379254782	0.000143289538202556	0.00227100174684168	0.0366569056893117	NA	0.00410998374338959	NA
SGP048110	NA	0.0250062944932307	0.000328438279424088	0.0832025279878301	0.0611210785077656	0.152466970837389	0.393680558312943	NA	0.0773744125235283	0.00440889946093432	0.0303391130972969	0.00312326212886302	0.00894541016111378	0.0862245732884429	0.00313152472708753	0.00300001170534748	8.58392148879167e-05	NA	NA	NA
SGP048111	NA	0.00413957290905902	NA	0.0224946841149978	0.415011193648989	0.138789641077562	0.152738341092434	NA	0.00419131350276552	0.00178076588444362	0.0105536709951235	0.0321881812986065	0.00322906862484024	0.124420074178873	0.000144808579870393	0.00466674122229505	0.00670219665395641	NA	0.0125855468888555	NA
SGP048102	0.000240910154829906	0.0049927540201493	0.000245392204222091	0.0628450555525122	0.0146963909542283	0.0828935114864966	0.150712272349241	0.00498478593234097	0.0953813726027261	0.0280277488657925	0.0368773063879164	0.00673751624742905	0.0127372373643558	0.312349291089188	1.36951509205631e-06	0.00164852266671979	0.0119198858571421	NA	2.15387373568857e-05	NA
SGP048101	NA	0.00321030692987574	NA	0.046245857406674	0.0879814706774421	0.138625804518754	0.251283357557398	0.00182434105751724	0.0276070859795071	0.00366885595323009	0.0471518250598954	0.00518467641627301	0.0734872635834858	0.238733375134144	NA	0.00373795714613001	0.00568113834244325	NA	NA	NA
SGP048103	NA	0.00939951183500424	0.0861147497029224	0.0250917789013152	0.174712345054114	0.195421816065078	0.201874655115889	0.0187469777646668	0.00960129636964879	0.00297674849178859	0.00461715437306121	0.00289963949678435	0.00154537944344583	0.198447090964511	0.0156832016934543	NA	NA	NA	0.00520704351741586	NA
SGP048106	NA	0.0179660627645208	0.00295559868893981	0.0477998323569219	0.0869687000198284	0.198202883817877	0.196395268214439	0.0263296746442568	0.133224561182712	NA	0.0226949743117635	NA	0.0331866311540544	0.171282298033607	4.06765660217171e-05	0.00680179398721551	NA	NA	NA	NA
SGP048105	0.0483159838824	NA	0.0447221818118562	0.0975223461380776	0.0483445789325253	0.105798587666645	0.101566996832264	0.0223577548167468	0.0968032997734676	NA	0.0192887910620452	0.00934736444784567	0.0201359194220083	0.247770390326009	0.00778118972327259	0.00310458842131613	NA	NA	NA	NA
SGP048104	NA	0.0365216628877202	0.017016485092895	0.0853494804716617	0.0112605043605592	0.135352930916887	0.0692251481682626	0.00680860285800851	0.142233378661785	0.016343057444241	0.0078862761613466	0.0126425731057174	0.0880561893188396	0.243609822708562	6.865440671485e-05	0.00497868522911665	0.0113677990271635	NA	NA	NA
SGP048107	NA	0.0645498605618422	0.00190710503761132	NA	0.164555407633641	0.113665700823577	0.201614415425645	NA	0.0257192703098964	0.00894742681128209	0.00912580323774967	0.0551277784303745	0.00346963902702185	0.271088770551357	0.0109493759000396	0.016796968470879	NA	NA	NA	NA
SGP048108	NA	0.00798233333191055	0.00379060793997004	0.000240947913420948	0.0706663522321295	0.0443956667790663	0.185180209404865	NA	0.154906992824917	0.00692517169406231	0.0242585889714576	0.0762423009778772	0.0101634561619921	0.325873729634673	0.0112695970258192	0.00186868018592898	0.00612528437829463	NA	0.0119753673975491	NA
SGP048109	NA	0.0113222619642373	2.3427438931995e-05	0.0492715970692851	0.126929056290827	0.221874118946532	0.190628031934715	NA	0.0606991093995617	0.0261832212682369	0.0122152743901278	NA	0.0041674297895235	0.181177195338563	0.0199099763152055	NA	0.0388829704792342	NA	NA	NA
SGP027662	0.0130582701281703	0.0168522488596772	0.00844539321728567	0.41669233309614	0.0165482976456172	0.0645840192465348	0.0988175235713914	NA	0.106964427593106	0.00364852720211643	0.0048170957132764	0.00235595064155959	0.00286958267650032	0.098946589045315	NA	0.0574513311394226	0.0055847116079525	7.0803943375052e-07	NA	NA
SGP027660	NA	0.0310902740622917	0.0179397826535186	NA	0.0365564917027601	0.0171926479578263	0.253643514808361	0.00617274004086222	0.0748887436857746	NA	0.0192286886569366	NA	0.00906196778573545	0.188038873365602	0.0129288502182377	0.00862674209482494	0.111497521663453	NA	NA	NA
SGP027681	NA	0.0230321811532066	NA	0.0684928047517696	0.169763159100891	0.191891456524361	0.175214273286381	0.000390032782333228	0.0799471531166801	NA	0.0187320307914528	NA	0.00226855347899007	0.220652647439289	0.00158938915036932	NA	0.00480332157524295	NA	NA	NA
SGP027680	NA	0.012969893702868	0.00805417923616271	0.101598052341607	0.0284370224019522	0.247613992916568	0.194410982857547	NA	0.040433429323764	0.00446555244718529	0.0228797357466766	NA	0.0250095590946082	0.19945396168829	6.59720201020626e-05	0.00793216524050682	0.0094952912185306	NA	1.24410902960637e-05	NA
SGP027676	NA	0.0239577553143772	0.000208613482147321	0.124875210535072	0.0507167615353178	0.162513091008429	0.196126052191404	0.00350201912115649	0.0664206196663072	0.00447801593091888	0.0183069717783081	0.0155348721006911	0.00407752814887077	0.224203696034214	0.0142318349411868	0.00560295730107902	NA	8.54039910537611e-06	1.73085421868956e-05	NA
SGP027674	NA	0.0350967008026006	0.0249113283851096	0.121447114610785	0.115865962377364	0.197804711678321	0.164178017119791	0.02680759035826	0.0428229561915537	0.00767951537850576	0.01638621380351	NA	0.0030386492707516	0.163178702530225	NA	0.00264618678866175	0.010848510030505	NA	NA	NA
SGP027701	NA	0.0116152401071485	NA	0.149808812904307	0.0638151896080296	0.123099627499814	0.121790768269595	0.0380067304853616	0.0992511363685422	0.00380647347340621	0.0238724012795914	0.00251289017127968	0.00250912653682202	0.259515547186512	8.60101168708125e-05	0.00745598125090147	0.00691313232794849	NA	NA	NA
SGP027700	NA	0.0552825440868132	0.00951569835372919	0.0352043855906744	0.00667233812758286	0.475262066637122	0.159466285008714	0.0247929312742285	0.0016602163335955	0.0188537926623249	0.00694181729630268	0.0248183638343908	0.0191956486585066	0.0262835972067419	0.000884417279644351	0.00440947608714128	0.0284050966002813	0.000135322413863628	NA	NA
SGP027691	0.000116954204925347	0.0146035246251853	0.0206088687998303	0.10469571752893	0.0453072900420874	0.187661641439244	0.271607971489467	0.00568337904634574	0.0549442917232266	0.00064058162082653	0.0118427604665022	0.00332531934513087	0.0141517068430612	0.148172916109853	0.0130761746425176	0.0108111326016357	NA	NA	0.0071112621442307	NA
SGP027715	NA	0.00546295733880042	0.00276461556688451	0.124951241851841	0.00474056094573066	0.0993586115940652	0.204638323693964	0.00432704133211531	0.218671048034068	0.00119292830943487	0.00831754168723941	0.024641462978989	0.0121916118544695	0.160029324049389	0.00770363706016181	0.00880010151557705	NA	NA	NA	NA
SGP027712	NA	0.106899128209819	1.22028379481479e-05	0.0559751735961688	0.19187407621547	0.198862954678552	0.208562483011868	0.000198701078093735	0.0754693692029095	0.00283786175610069	0.012628101451155	0.00684924775983433	0.00505888625237996	0.0510280567002166	NA	NA	0.0110802848466346	NA	NA	NA
SGP027711	NA	0.0242373065120141	0.00974486459466969	0.153650039226742	0.033714372627466	0.183942260530199	0.0551840237692107	0.000507802388105071	0.0191912684460265	0.014084457331419	0.0151631513704433	0.0121821837024772	0.0040068299641792	0.158904426274296	NA	0.0104012355789471	0.00689559024803235	NA	0.204338622132706	NA
SGP027710	NA	0.0618364309182155	0.0451367225683613	0.0275452137726069	0.328926664463332	0.203668501834251	0.134233467116734	0.0291062145531073	0.0169765084882542	0.00144940072470036	0.0176461088230544	0.00413050206525103	0.000936200468100234	0.0371755185877593	0.00602090301045151	0.00648400324200162	NA	NA	NA	NA
SGP027709	NA	0.0248413383327817	0.0231456403926399	0.20236868766236	0.162843737681718	0.425788084726077	0.0608757974784449	NA	0.00373422272244019	0.000538163519185573	0.00865495114827239	NA	0.00174584898587343	0.0229499744964923	NA	NA	0.0142683565996142	NA	NA	NA
SGP027706	NA	0.00535111892998144	0.0121429007796809	0.0678311925834854	0.0245590430771815	0.0341192745759864	0.0532422432818382	0.0380145770173576	0.255820521607319	0.00907305022489328	0.00642869279348764	0.00200039041320799	0.00752535776740918	0.381349703324144	8.93702606318394e-05	0.0048646535727104	0.00194323640140205	NA	0.00189252563936129	NA
SGP027705	NA	NA	1.04113641943334e-05	NA	0.296822843473424	0.0891406448798982	0.256989187966209	NA	0.042474223757233	0.00215235363441133	0.035085849534293	5.48555747873479e-06	0.0183823270115455	0.177251460305778	0.000383877073358808	NA	0.00885592877373049	NA	NA	NA
SGP027704	NA	0.0102777455355625	0.00172637863994802	0.0300822794517278	7.25175572576032e-05	0.219149045412228	0.265910033906621	NA	0.0428529394404892	8.88641775773958e-06	0.0208554350976639	0.110267498727926	0.0438245211153354	0.101100335994358	0.017566253729827	0.00213372764160836	NA	NA	0.000537244293329021	NA
SGP027352	NA	0.0100438882615506	0.00233759869580116	0.152601117419685	0.0205470262480573	0.0259241850846775	0.169861692810322	0.125269710237178	0.188308003482204	0.0120611338805326	0.00655409623041315	0.0417210119506104	0.00471522777950559	0.141308588981614	NA	0.00624199117307952	0.00693196549644499	NA	2.74933982852038e-06	NA
SGP027354	0.00414565623853867	0.0294192023805587	0.0144870659639645	0.0724619249388	0.0691085532062064	0.17256004274313	0.161686048712029	0.00609619227225401	0.137346968673564	NA	0.0203160568485443	0.0123553648890103	0.00296978828580479	0.195550613864217	1.81846967366539e-05	0.0211828986111097	0.0132174331686823	NA	0.000459845518728135	NA
SGP027348	0.00622245747696366	0.000997588144347957	0.00171271082052738	0.0526044286248565	0.0520250035008599	0.0777978375813287	0.20541425244287	0.0073898672845984	0.0609309399891556	0.00589662357327833	0.0174253232631826	0.0193291975823695	0.0159436064255131	0.284223145209049	0.00655799221490932	0.00712714586733618	NA	0.000124969570765475	0.0182592526271856	NA
SGP027349	NA	NA	0.000286233808349093	0.40423814239222	0.107470040585638	0.100331774765429	0.181851225428151	0.0303794583397446	0.0321110281088218	0.0108719211252132	0.00292676137200302	NA	0.00156559965982849	0.0478660897318171	NA	0.00218294642133286	0.0213362072531316	NA	1.70623476797689e-05	NA
SGP027351	NA	0.0100434235740563	0.0553180595727584	NA	0.179992231631768	0.143274542759682	0.113481769388281	0.111081620298855	0.0793018792312873	NA	0.0079124120550845	0.0538987803243346	0.00392068916889272	0.0872766056439369	0.00168830056074784	NA	0.00856031861238016	NA	NA	NA
SGP027357	NA	0.0143789294341615	0.1246538276266	0.127018931496087	0.0600417984254712	0.178196339727079	0.0848515591532597	0.0718668733924537	0.0231037841661912	0.0030150102829637	0.0120859262932804	0.00372735215017926	0.00508482334099445	0.228031718988021	7.33227748537544e-06	0.00445369200168509	0.0110702947664425	NA	NA	NA
